localizacao,tipo,titulo,descricao_detalhada,video,imagens,links,audio,user_id,id
"-23.937264,-46.3693917",saude,Policlínica Santa Maria,Rua 10 s/nº – Morro Santa Maria. Tel: (13) 3221-9510. E-mail: usf-santamaria@santos.sp.gov.br.,,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Santa_Maria/Policlinica_Santa_Maria_1.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Santa_Maria/Policlinica_Santa_Maria_3.jpg",,,,308
"-23.9306814,-46.3422296",saude,Policlínica Valongo,"Rua Prof. Maria Neusa Cunha s/nº, Saboó. Tel: (13) 3219-3110. E-mail: usf-valongo@santos.sp.gov.br.",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Valongo/Policlinica_Valongo_1.jpg,,,,309
"-23.9382926,-46.3977676",saude,Policlínica Vila Gilda,"Avenida Brigadeiro Faria Lima, 1281.",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Vila_Gilda/Policlinica_Vila_Gilda_1.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Vila_Gilda/Policlinica_Vila_Gilda_4.jpg",,,,310
"-23.9497647,-46.3351981",saude,Policlínica Vila Mathias,"Rua Xavier Pinheiro, 284, Encruzilhada. Tel: (13) 3222-4290. E-mail: ubs-vilamathias@santos.sp.gov.br.",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Vila_Mathias/Policlinica_Vila_Mathias_4.jpg,,,,311
"-23.9397239,-46.3282124",saude,Policlínica Vila Nova,Praça Iguatemi Martins nº 29/36. Tel: (13) 3222-3998. E-mail: usf-vilanova@santos.sp.gov.br.,,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Vila_Nova/Policlinica_Vila_Nova_5.jpg,,,,312
"-23.5202672,-46.447558",saude,Policlínica Vila Progresso,"Rua Três, casas 1 e 2 - Vila Telma – Morro Vila Progresso. Tel: (13) 3258-7301. E-mail: usf-vilaprogresso@santos.sp.gov.br.",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Vila_Progresso/Policlinica_Vila_Progresso_2.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Policlinica_Vila_Progresso/Policlinica_Vila_Progresso_3.jpg",,,,313
"-23.9586109,-46.3287151",saude,Ambulatório de Especialidades Nelson Teixeira – AMBESP,"Av. Manoel Tourinho, nº 395 – Macuco. Tel: (13) 3228-3690.",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Ambulatorio_de_Especialidades_Nelson_Teixeira_AMBESP/Ambulatorio_de_Especialidades_Nelson_Teixeira_AMBESP_1.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Ambulatorio_de_Especialidades_Nelson_Teixeira_AMBESP/Ambulatorio_de_Especialidades_Nelson_Teixeira_AMBESP_2.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Ambulatorio_de_Especialidades_Nelson_Teixeira_AMBESP/Ambulatorio_de_Especialidades_Nelson_Teixeira_AMBESP_3.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Ambulatorio_de_Especialidades_Nelson_Teixeira_AMBESP/Ambulatorio_de_Especialidades_Nelson_Teixeira_AMBESP_4.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Ambulatorio_de_Especialidades_Nelson_Teixeira_AMBESP/Ambulatorio_de_Especialidades_Nelson_Teixeira_AMBESP_5.jpg",,,,314
"-23.9437246,-46.386958",saude,Ambulatório de Especialidades Zona Noroeste - SEAMBESP - ZNO,"Av. Aprovada, 927 - Castelo, Santos - SP, 11087-180. Tel: (13) 3203-2907.",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Ambulatorio_de_Especialidades_Zona_Noroeste_SEAMBESP_ZNO/Ambulatorio_de_Especialidades_Zona_Noroeste_SEAMBESP_ZNO_1.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Ambulatorio_de_Especialidades_Zona_Noroeste_SEAMBESP_ZNO/Ambulatorio_de_Especialidades_Zona_Noroeste_SEAMBESP_ZNO_2.jpg",,,,315
"-23.9599554,-46.3419071",saude,Ambulatório de Tuberculose,"Rua Nabuco de Araújo, 36 - Boqueirão. Tel: (13) 3222-1229.",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Ambulatorio_de_Tuberculose/Ambulatorio_de_Tuberculose_2.jpeg,,,,316
"-23.945146,-46.3315473",saude,Ambulatório do Programa Municipal de Atendimento Integral às Vítimas de Violência Sexual - PAIVAS,"Avenida Conselheiro Nébias, 267 - 1° andar. Tel: (13) 99743-7928 e (13) 3235-6466.. Email: paivas@santos.sp.gov.br.",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Ambulatorio_do_Programa_Municipal_de_Atendimento_Integral_as_Vitimas_de_Violencia_Sexual_PAIVAS/Ambulatorio_do_Programa_Municipal_de_Atendimento_Integral_as_Vitimas_de_Violencia_Sexual_PAIVAS_4.png,,,,317
"-23.9451229,-46.3316015",saude,Centro de Especialidades Odontológicas da Zona da Orla e Intermediária,"Avenida Conselheiro Nébias n.º 267 – Vila Mathias. Tel: (13) 3228-3650, (13) 3228-3660 e (13) 3228-3661.",,,,,,318
"-23.9438149,-46.3768684",saude,Centro de Especialidades Odontológicas da Zona Noroeste,"Rua Ângelo Martins Melero, 436 – Caneleira. Tel: (13) 3203-6124 e (13) 3291-4083.",,,,,,319
"-23.9658232,-46.3488588",saude,Centro de Referência em Saúde Auditiva,"Av. Bernardino de Campos, 617 – Campo Grande. Tel: (13) 3221-5295.",,,,,,320
"-23.9571129,-46.3583102",saude,Centro de Reabilitação e Estimulação do Neurodesenvolvimento (CREN) – Clínica do Autista,"Rua Heitor Penteado, 80 – Marapé. Tel: (13) 3349-7971.",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Centro_de_Reabilitacao_e_Estimulacao_do_Neurodesenvolvimento_CREN_Clinica_do_Autista/Centro_de_Reabilitacao_e_Estimulacao_do_Neurodesenvolvimento_CREN_Clinica_do_Autista_1.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Centro_de_Reabilitacao_e_Estimulacao_do_Neurodesenvolvimento_CREN_Clinica_do_Autista/Centro_de_Reabilitacao_e_Estimulacao_do_Neurodesenvolvimento_CREN_Clinica_do_Autista_2.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Centro_de_Reabilitacao_e_Estimulacao_do_Neurodesenvolvimento_CREN_Clinica_do_Autista/Centro_de_Reabilitacao_e_Estimulacao_do_Neurodesenvolvimento_CREN_Clinica_do_Autista_3.jpeg",,,,321
"-23.9485276,-46.3340635",saude,"Centro de Controle de Doenças Infectocontagiosas (HIV/Aids, sífilis e hepatites)",Rua da Constituição 556 – Vila Mathias. Tel: (13) 3229-8796.,,,,,,322
"-23.9408794,-46.386257",saude,Centro Especializado em Reabilitação Física e Intelectual – CER-II,"Rua Bulcão Viana, 855 – Bom Retiro. Tel: (13) 3225-1728.",,,,,,323
"-23.9538159,-46.3325754",saude,Instituto da Mulher e Gestante,Av. Conselheiro Nébias nº 453 - Encruzilhada. Tel: (13) 3222-1359 e (13) 3223-1133.,,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Instituto_da_Mulher_e_Gestante/Instituto_da_Mulher_e_Gestante_1.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Instituto_da_Mulher_e_Gestante/Instituto_da_Mulher_e_Gestante_2.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Instituto_da_Mulher_e_Gestante/Instituto_da_Mulher_e_Gestante_4.png",,,,324
"-23.9488762,-46.3271886",saude,Seção de Atendimento à Rede e Prevenção em Saúde Bucal,"Avenida Conselheiro Nébias, 267 - Primeiro Andar. Tel: (13) 3228-3658.",,,,,,325
"-18.1608088,-53.0917374",saude,Seção Casa de Apoio e Solidariedade ao Paciente de Aids - Secasa,"Rua Luís de Camões, 192 - Vila Mathias. Tel: (13) 3232-3192.",,,,,,326
"-23.9556236,-46.3431952",saude,Seção de Recuperação e Fisioterapia da Zona da Orla/ Intermediária – SERFIS,Av. Conselheiro Nébias n.º 267 – Vila Nova. Tel: (13) 3223-5984 e (13) 3224-1221.,,,,,,327
"-23.9503152,-46.3448845",saude,Centro de Atenção Psicossocial Álcool e outras Drogas,"Rua Monsenhor de Paula Rodrigues, nº 170 - Vila Belmiro. Tel: (13) 3237-2681.",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Centro_de_Atencao_Psicossocial_Alcool_e_outras_Drogas/Centro_de_Atencao_Psicossocial_Alcool_e_outras_Drogas_1.jpg,,,,328
"-23.9502995,-46.3323882",saude,Centro de Atenção Psicossocial Álcool e outras Drogas Infanto Juvenil Tô Ligado,"Av. Conselheiro Nébias, 349 - Paquetá. Tel: (13) 3221-8367.",,,,,,329
"-23.9404782,-46.3806085",saude,Centro de Atenção Psicossocial Infantojuvenil da Zona Noroeste Entre Mentes,"Av. Praça Maria Coelho Lopes, nº395 - Santa Maria. Tel: (13) 3299-7901.",,,,,,330
"-23.960181,-46.3549444",saude,Centro de Atenção Psicossocial Infantojuvenil #tamojunto (reúne os antigos Caps Orla e Central),"Av. Pinheiro Machado, 769 - Campo Grande. Tel: (13) 3271-8235 e (13) 3221-4944.",,,,,,331
"-23.955963,-46.3268116",saude,Centro de Atenção Psicossocial Centro,"Avenida Conselheiro Rodrigues Alves, 236 – Macuco. Tel: (13) 3222-1217.",,,,,,332
"-23.9653022,-46.3582132",saude,Centro de Atenção Psicossocial Orquidário,"Avenida Francisco Glicério, 661. Tel: (13) 3251-2094.",,,,,,333
"-23.9790954,-46.3136273",saude,Centro de Atenção Psicossocial Praia,"Av. Cel. Joaquim Montenegro, 329, Ponta da Praia. Tel: (13) 3225-8137.",,,,,,334
"-23.9591709,-46.3551592",saude,Centro de Atenção Psicossocial da Vila,Av. Pinheiro Machado n.º 718 – Marapé. Tel: (13) 3225-5796.,,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Centro_de_Atencao_Psicossocial_da_Vila/Centro_de_Atencao_Psicossocial_da_Vila_1.jpg,,,,335
"-23.940484,-46.3863032",saude,Centro de Atenção Psicossocial da Zona Noroeste,"Rua Bulcão Viana, 853 – Bom Retiro. Tel: (13) 3299-4368.",,,,,,336
"-23.9477114,-46.3268557",saude,Seção de Reabilitação Psicossocial,"Av. Conselheiro Nébias, 267 - Paquetá. Tel: (13) 3221-1875.",,,,,,337
"-23.9600143,-46.3593195",saude,Serviço de Residência Terapêutica I,"Rua Godofredo Fraga, 32. Tel: (13) 3224-2528.",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Servico_de_Residencia_Terapeutica_I/Servico_de_Residencia_Terapeutica_I_1.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Servico_de_Residencia_Terapeutica_I/Servico_de_Residencia_Terapeutica_I_2.png,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Servico_de_Residencia_Terapeutica_I/Servico_de_Residencia_Terapeutica_I_3.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Servico_de_Residencia_Terapeutica_I/Servico_de_Residencia_Terapeutica_I_5.jpg",,,,338
"-23.9600143,-46.3593195",saude,Serviço de Residência Terapêutica II,"Rua Godofredo Fraga, 125. Tel: (13) 3252-1911.",,,,,,339
"-23.9530679,-46.3708845",saude,Serviço de Residência Terapêutica III,"Rua Cyra, 24. Tel: (13) 3225-2999.",,,,,,340
"-23.9568043,-46.3410944",saude,Seção do Serviço de Atendimento Móvel de Urgência - SAMU,"Rua Barão de Paranapiacaba, 241 – Térreo - Encruzilhada.",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Secao_do_Servico_de_Atendimento_Movel_de_Urgencia_SAMU/Secao_do_Servico_de_Atendimento_Movel_de_Urgencia_SAMU_1.jpg,,,,341
"-23.9485585,-46.3447542",saude,UPA Central,"Rua Joaquim Távora, 260 – Vila Mathias. Tel: (13) 3213-2500.",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/UPA_Central/UPA_Central_2.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/UPA_Central/UPA_Central_4.jpg",,,,342
"-23.9401348,-46.3859705",saude,UPA Zona Noroeste,"Av. Jovino de Melo, 927 – Bom Retiro. Tel: (13) 3228-3703.",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/UPA_Zona_Noroeste/UPA_Zona_Noroeste_1.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/UPA_Zona_Noroeste/UPA_Zona_Noroeste_2.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/UPA_Zona_Noroeste/UPA_Zona_Noroeste_4.jpg",,,,343
"-23.9715456,-46.3122051",saude,UPA Zona Leste,Praça Visconde de Ouro Preto s/n° - Estuário. Tel: (13) 3228-3704.,,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/UPA_Zona_Leste/UPA_Zona_Leste_1.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/UPA_Zona_Leste/UPA_Zona_Leste_2.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/UPA_Zona_Leste/UPA_Zona_Leste_3.jpg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/UPA_Zona_Leste/UPA_Zona_Leste_4.jpg",,,,344
"-23.9514126,-46.3323623",saude,Complexo Hospitalar dos Estivadores,"Av. Conselheiro Nébias, 411. Tel: (13) 3228-3000.",,"https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Complexo_Hospitalar_dos_Estivadores/Complexo_Hospitalar_dos_Estivadores_1.jpeg,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/media/locations/health/Complexo_Hospitalar_dos_Estivadores/Complexo_Hospitalar_dos_Estivadores_4.jpg",,,,345
"-23.9451171,-46.3466753",saude,Hospital de Pequeno Porte,Av. Cláudio Luiz da Costa n.º 280 – Jabaquara. Tel: (13) 3228-1880.,,,,,,346
"-23.9433539,-46.3876667",saude,Hospital Municipal Dr. Arthur Domingues Pinto,Rua Agamenon Magalhães s/nº - Castelo. Tel: (13) 3209-8000.,,,,,,347
"-23.9395579, -46.3885336",assistencia,CRAS Rádio Clube,"O CRAS Rádio Clube é um Centro de Referência de Assistência Social localizado no bairro Rádio Clube, em Santos, São Paulo. Oferece serviços de assistência social para famílias e indivíduos em situação de vulnerabilidade, com foco em políticas públicas de proteção social.

**Localização e Contato:**

- **Endereço:** Av. Brg. Faria Lima, 677 - Rádio Clube, Santos - SP, 11088-300
- **Horário de funcionamento:** Segunda a sexta-feira, das 08:00 às 17:00
- **Telefone:** (13) 3291-2655",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/images/cras-radioclube-1773929398027.png,,,,348
"-23.9298774, -46.3657521",assistencia,CRAS Chico de Paula – Centro de Referência de Assistência Social,"CRAS Chico de Paula é um Centro de Referência de Assistência Social localizado em Santos, São Paulo, atendendo à população da região com serviços voltados à proteção social, apoio familiar, inclusão social e programas governamentais. O CRAS atua como ponto de referência para políticas públicas de assistência social, oferecendo suporte a famílias em situação de vulnerabilidade, programas de renda, acompanhamento socioeducativo e encaminhamentos para outros serviços. Localizado próximo ao centro da cidade, o CRAS Chico de Paula é uma unidade estratégica da Prefeitura de Santos, integrada ao sistema de proteção social do município. É recomendado chegar com antecedência, especialmente em dias de grande demanda, para garantir o atendimento.

**Localização e Contato:**

- **Endereço:** Av. Marginal da V. Anchieta, 218 – Chico de Paula, Santos - SP, 11095-000
- **Horário de funcionamento:** Segunda a sexta-feira, das 08:00 às 17:00
- **Telefone:** (13) 3203-5258
- **Agendamento:** agendamentocras.com.br",,https://kbekziboncpvjqffmhlx.supabase.co/storage/v1/object/public/images/cras-alemoa-1773931538778.jpg,Site de Agendamento: https://agendamentocras.com.br,,,349
"-23.9409633, -46.3651369",assistencia,CRAS Bom Retiro,"**CRAS Bom Retiro** é um Centro de Referência de Assistência Social localizado em Santos, São Paulo, voltado para a promoção da cidadania, proteção social e apoio a famílias em situação de vulnerabilidade.

O serviço oferece atendimento socioassistencial, incluindo programas de renda, encaminhamentos para benefícios, apoio psicossocial, acompanhamento de famílias e suporte a crianças, adolescentes, idosos e pessoas com deficiência.

**Endereço:** Av. Nossa Senhora de Fátima, 517 - Altos - Caneleira, Santos - SP, 11085-510

**Horário de funcionamento:**
- Segunda a quinta-feira: 08:00 às 17:00
- Sexta-feira: 13:00 às 17:00

**Telefone:** +55 13 3291-6279

O equipamento faz parte da rede municipal de assistência social e integra o Sistema Único de Assistência Social (SUAS), atuando como ponto de referência para ações de prevenção e proteção social básica.",,,,,,350
"-23.9499083, -46.3977454",assistencia,CRAS Jóquei Clube,"**CRAS Jóquei Clube** – São Vicente, SP

O Centro de Referência de Assistência Social (CRAS) Jóquei Clube está localizado na **Avenida Senador Salgado Filho, 224 – Jóquei Clube, São Vicente – SP, CEP: 11360-200**.

O CRAS é a porta de entrada para a rede socioassistencial do município, oferecendo serviços como o Serviço de Proteção e Atendimento Integral à Família (PAIF) e o Serviço de Convivência e Fortalecimento de Vínculos (SCFV). Também atua na orientação para inscrição no Cadastro Único, necessário para acesso a programas sociais como o Bolsa Família, Benefício de Prestação Continuada (BPC) e outros benefícios governamentais.

A unidade atende **7.200 famílias** referenciadas e tem média mensal de **650 atendimentos**.

**Horário de funcionamento:** Segunda a sexta-feira, das 08h às 17h

**Telefone:** (13) 3466-4219

**Área de abrangência:** Jóquei Clube, Tancredo Neves, Liberdade, Olímpico, entre outros bairros da região.",,,,,,351
